customer_id,age_cat,freq_cat
1259,age20~34,freq0
1260,age20~34,freq0
1261,age~19,freq0
1262,age35~49,freq0
1263,age35~49,freq3~
1264,age20~34,freq2
1265,age35~49,freq1
1266,age50~,freq1
1267,age20~34,freq0
1268,age35~49,freq1
1269,age50~,freq0
1270,age20~34,freq0
1271,age35~49,freq0
1272,age35~49,freq1
1273,age35~49,freq0
1274,age20~34,freq0
1275,age20~34,freq2
1276,age35~49,freq1
1277,age50~,freq0
1278,age20~34,freq1
1279,age50~,freq1
1280,age35~49,freq0
1281,age50~,freq0
1282,age35~49,freq0
1283,age35~49,freq0
1284,age50~,freq1
1285,age35~49,freq1
1286,age~19,freq0
1287,age35~49,freq0
1288,age20~34,freq0
1289,age20~34,freq0
1290,age20~34,freq0
1291,age20~34,freq3~
1292,age50~,freq1
1293,age50~,freq1
1294,age35~49,freq2
1295,age~19,freq0
1296,age20~34,freq1
1297,age20~34,freq3~
1298,age~19,freq0
1299,age35~49,freq0
1300,age~19,freq0
1301,age35~49,freq0
1302,age50~,freq3~
1303,age~19,freq1
1304,age50~,freq3~
1305,age20~34,freq1
1306,age~19,freq1
1307,age50~,freq0
1308,age35~49,freq0
1309,age20~34,freq1
1310,age35~49,freq0
1311,age20~34,freq3~
1312,age35~49,freq0
1313,age35~49,freq0
1314,age50~,freq1
1315,age35~49,freq0
1316,age35~49,freq1
1317,age20~34,freq0
1318,age35~49,freq1
1319,age35~49,freq3~
1320,age35~49,freq2
1321,age20~34,freq1
1322,age20~34,freq0
1323,age~19,freq1
1324,age35~49,freq1
1325,age35~49,freq0
1326,age35~49,freq1
1327,age35~49,freq1
1328,age20~34,freq3~
1329,age~19,freq3~
1330,age35~49,freq3~
1331,age20~34,freq3~
1332,age35~49,freq1
1333,age35~49,freq3~
1334,age50~,freq2
1335,age20~34,freq1
1336,age35~49,freq3~
1337,age20~34,freq0
1338,age~19,freq0
1339,age35~49,freq3~
1340,age35~49,freq3~
1341,age20~34,freq0
1342,age35~49,freq0
1343,age35~49,freq2
1344,age50~,freq3~
1345,age20~34,freq1
1346,age35~49,freq1
1347,age50~,freq0
1348,age35~49,freq0
1349,age~19,freq0
1350,age20~34,freq0
1351,age35~49,freq0
1352,age~19,freq0
1353,age35~49,freq0
1354,age50~,freq1
1355,age20~34,freq3~
1356,age20~34,freq0
1357,age35~49,freq1
1358,age20~34,freq3~
1359,age35~49,freq2
1360,age35~49,freq1
1361,age50~,freq0
1362,age50~,freq1
1363,age~19,freq0
1364,age50~,freq1
1365,age35~49,freq1
1366,age50~,freq3~
1367,age50~,freq0
1368,age20~34,freq0
1369,age20~34,freq1
1370,age35~49,freq3~
1371,age~19,freq3~
1372,age35~49,freq0
1373,age20~34,freq3~
1374,age35~49,freq1
1375,age50~,freq1
1376,age35~49,freq0
1377,age35~49,freq0
1378,age35~49,freq1
1379,age50~,freq0
1380,age~19,freq1
1381,age50~,freq0
1382,age50~,freq0
1383,age20~34,freq0
1384,age35~49,freq1
1385,age50~,freq0
1386,age20~34,freq0
1387,age~19,freq2
1388,age~19,freq1
1389,age50~,freq0
1390,age50~,freq0
1391,age35~49,freq1
1392,age20~34,freq3~
1393,age20~34,freq3~
1394,age50~,freq1
1395,age20~34,freq0
1396,age35~49,freq1
1397,age~19,freq1
1398,age35~49,freq0
1399,age20~34,freq1
1400,age35~49,freq0
1401,age35~49,freq2
1402,age50~,freq1
1403,age35~49,freq0
1404,age20~34,freq2
1405,age20~34,freq0
1406,age35~49,freq0
1407,age20~34,freq1
1408,age35~49,freq0
1409,age35~49,freq3~
1410,age50~,freq0
1411,age50~,freq3~
1412,age20~34,freq3~
1413,age20~34,freq0
1414,age35~49,freq0
1415,age50~,freq1
1416,age50~,freq0
1417,age50~,freq0
1418,age~19,freq3~
1419,age20~34,freq0
1420,age20~34,freq1
1421,age50~,freq0
1422,age35~49,freq1
1423,age35~49,freq0
1424,age35~49,freq3~
1425,age35~49,freq0
1426,age35~49,freq2
1427,age35~49,freq1
1428,age20~34,freq0
1429,age35~49,freq3~
1430,age35~49,freq1
1431,age35~49,freq2
1432,age35~49,freq2
1433,age20~34,freq1
1434,age35~49,freq3~
1435,age~19,freq0
1436,age20~34,freq0
1437,age35~49,freq3~
1438,age20~34,freq0
1439,age50~,freq0
1440,age50~,freq0
1441,age~19,freq1
1442,age35~49,freq1
1443,age35~49,freq2
1444,age35~49,freq3~
1445,age20~34,freq3~
1446,age20~34,freq0
1447,age35~49,freq3~
1448,age50~,freq1
1449,age35~49,freq2
1450,age35~49,freq2
1451,age35~49,freq1
1452,age35~49,freq1
1453,age20~34,freq2
1454,age20~34,freq1
1455,age35~49,freq0
1456,age~19,freq0
1457,age35~49,freq3~
1458,age20~34,freq0
1459,age20~34,freq3~
1460,age20~34,freq0
1461,age35~49,freq1
1462,age50~,freq3~
1463,age35~49,freq3~
1464,age20~34,freq1
1465,age~19,freq0
1466,age~19,freq1
1467,age35~49,freq2
1468,age35~49,freq3~
1469,age20~34,freq3~
1470,age35~49,freq1
1471,age50~,freq1
1472,age50~,freq0
1473,age35~49,freq1
1474,age35~49,freq0
1475,age50~,freq3~
1476,age35~49,freq0
1477,age20~34,freq3~
1478,age50~,freq2
1479,age35~49,freq1
1480,age35~49,freq2
1481,age35~49,freq0
1482,age35~49,freq1
1483,age35~49,freq2
1484,age35~49,freq2
1485,age20~34,freq0
1486,age20~34,freq0
1487,age35~49,freq2
1488,age35~49,freq0
1489,age20~34,freq3~
1490,age20~34,freq2
1491,age35~49,freq2
1492,age50~,freq3~
1493,age35~49,freq3~
1494,age35~49,freq3~
1495,age35~49,freq1
1496,age35~49,freq3~
1497,age50~,freq3~
1498,age50~,freq0
1499,age35~49,freq0
1500,age20~34,freq0
1501,age20~34,freq2
1502,age50~,freq0
1503,age35~49,freq0
1504,age35~49,freq0
1505,age20~34,freq2
1506,age20~34,freq0
1507,age35~49,freq1
1508,age20~34,freq3~
1509,age35~49,freq0
1510,age20~34,freq3~
1511,age20~34,freq3~
1512,age35~49,freq3~
1513,age50~,freq1
1514,age35~49,freq0
1515,age20~34,freq3~
1516,age20~34,freq0
1517,age35~49,freq3~
1518,age20~34,freq1
1519,age35~49,freq0
1520,age20~34,freq2
1521,age20~34,freq3~
1522,age35~49,freq0
1523,age35~49,freq0
1524,age20~34,freq0
1525,age35~49,freq1
1526,age35~49,freq3~
1527,age50~,freq1
1528,age20~34,freq0
1529,age20~34,freq0
1530,age20~34,freq3~
1531,age50~,freq1
1532,age50~,freq2
1533,age~19,freq1
1534,age35~49,freq0
1535,age20~34,freq1
1536,age35~49,freq1
1537,age35~49,freq1
1538,age35~49,freq3~
1539,age20~34,freq1
1540,age35~49,freq1
1541,age20~34,freq1
1542,age20~34,freq1
1543,age20~34,freq3~
1544,age50~,freq0
1545,age35~49,freq3~
1546,age35~49,freq3~
1547,age50~,freq2
1548,age50~,freq0
1549,age20~34,freq1
1550,age20~34,freq0
1551,age35~49,freq0
1552,age~19,freq0
1553,age20~34,freq1
1554,age20~34,freq1
1555,age35~49,freq0
1556,age35~49,freq3~
1557,age20~34,freq1
1558,age20~34,freq1
1559,age20~34,freq2
1560,age20~34,freq0
1561,age20~34,freq0
1562,age~19,freq1
1563,age35~49,freq2
1564,age35~49,freq0
1565,age20~34,freq1
1566,age35~49,freq0
1567,age35~49,freq0
1568,age~19,freq0
1569,age50~,freq0
1570,age35~49,freq0
1571,age20~34,freq3~
1572,age~19,freq1
1573,age20~34,freq3~
1574,age35~49,freq0
1575,age35~49,freq1
1576,age35~49,freq0
1577,age~19,freq1
1578,age35~49,freq3~
1579,age20~34,freq2
1580,age50~,freq1
1581,age35~49,freq1
1582,age~19,freq3~
1583,age20~34,freq0
1584,age35~49,freq0
1585,age20~34,freq3~
1586,age50~,freq0
1587,age35~49,freq0
1588,age35~49,freq1
1589,age20~34,freq0
1590,age35~49,freq3~
1591,age35~49,freq3~
1592,age20~34,freq2
1593,age20~34,freq1
1594,age35~49,freq3~
1595,age35~49,freq3~
1596,age35~49,freq0
1597,age20~34,freq0
1598,age35~49,freq0
1599,age35~49,freq0
1600,age35~49,freq0
1601,age35~49,freq0
1602,age20~34,freq0
1603,age50~,freq0
1604,age35~49,freq0
1605,age50~,freq0
1606,age20~34,freq1
1607,age~19,freq2
1608,age50~,freq3~
1609,age35~49,freq0
1610,age35~49,freq3~
1611,age35~49,freq1
1612,age20~34,freq0
1613,age35~49,freq1
1614,age~19,freq1
1615,age50~,freq0
1616,age35~49,freq0
1617,age~19,freq1
1618,age35~49,freq0
1619,age20~34,freq3~
1620,age35~49,freq0
1621,age20~34,freq0
1622,age50~,freq0
1623,age50~,freq0
1624,age35~49,freq0
1625,age35~49,freq0
1626,age50~,freq1
1627,age35~49,freq1
1628,age35~49,freq1
1629,age20~34,freq2
1630,age50~,freq1
1631,age50~,freq2
1632,age35~49,freq0
1633,age35~49,freq3~
1634,age20~34,freq0
1635,age20~34,freq0
1636,age20~34,freq1
1637,age35~49,freq0
1638,age20~34,freq0
1639,age20~34,freq3~
1640,age50~,freq3~
1641,age20~34,freq3~
1642,age35~49,freq1
1643,age~19,freq3~
1644,age35~49,freq0
1645,age20~34,freq0
1646,age35~49,freq1
1647,age35~49,freq0
1648,age50~,freq0
1649,age20~34,freq0
1650,age20~34,freq2
1651,age50~,freq3~
1652,age~19,freq0
1653,age35~49,freq1
1654,age20~34,freq3~
1655,age35~49,freq0
1656,age35~49,freq1
1657,age20~34,freq1
1658,age35~49,freq1
1659,age35~49,freq0
1660,age~19,freq0
1661,age50~,freq3~
1662,age35~49,freq1
1663,age35~49,freq1
1664,age35~49,freq1
1665,age50~,freq1
1666,age20~34,freq3~
1667,age20~34,freq1
1668,age20~34,freq0
1669,age20~34,freq1
1670,age~19,freq0
1671,age50~,freq1
1672,age35~49,freq1
1673,age35~49,freq0
1674,age20~34,freq1
1675,age35~49,freq0
1676,age35~49,freq1
1677,age35~49,freq0
1678,age20~34,freq1
1679,age50~,freq1
1680,age50~,freq1
1681,age20~34,freq1
1682,age35~49,freq0
1683,age50~,freq0
1684,age~19,freq0
1685,age20~34,freq1
1686,age35~49,freq1
1687,age35~49,freq3~
1688,age35~49,freq0
1689,age35~49,freq1
1690,age35~49,freq0
1691,age35~49,freq3~
1692,age20~34,freq1
1693,age50~,freq3~
1694,age50~,freq1
1695,age20~34,freq0
1696,age35~49,freq0
1697,age~19,freq0
1698,age20~34,freq0
1699,age~19,freq1
1700,age50~,freq0
1701,age~19,freq1
1702,age35~49,freq0
1703,age~19,freq2
1704,age20~34,freq1
1705,age50~,freq3~
1706,age20~34,freq1
1707,age35~49,freq1
1708,age20~34,freq1
1709,age~19,freq1
1710,age35~49,freq0
1711,age35~49,freq3~
1712,age50~,freq0
1713,age20~34,freq0
1714,age35~49,freq0
1715,age20~34,freq0
1716,age20~34,freq0
1717,age20~34,freq3~
1718,age50~,freq0
1719,age20~34,freq1
1720,age35~49,freq2
1721,age50~,freq3~
1722,age35~49,freq0
1723,age35~49,freq0
1724,age35~49,freq0
1725,age50~,freq0
1726,age50~,freq1
1727,age50~,freq3~
1728,age35~49,freq3~
1729,age35~49,freq3~
1730,age20~34,freq1
1731,age35~49,freq2
1732,age35~49,freq3~
1733,age20~34,freq0
1734,age50~,freq1
1735,age20~34,freq2
1736,age20~34,freq0
1737,age35~49,freq1
1738,age50~,freq1
1739,age~19,freq1
1740,age35~49,freq3~
1741,age~19,freq2
1742,age20~34,freq1
1743,age~19,freq1
1744,age20~34,freq1
1745,age35~49,freq0
1746,age20~34,freq3~
1747,age20~34,freq0
1748,age20~34,freq2
1749,age~19,freq1
1750,age35~49,freq1
1751,age35~49,freq1
1752,age35~49,freq0
1753,age35~49,freq0
1754,age20~34,freq0
1755,age50~,freq0
1756,age20~34,freq0
1757,age35~49,freq3~
1758,age20~34,freq0
1759,age50~,freq2
1760,age50~,freq0
1761,age35~49,freq1
1762,age35~49,freq1
1763,age35~49,freq0
1764,age35~49,freq1
1765,age35~49,freq0
1766,age35~49,freq1
1767,age20~34,freq0
1768,age35~49,freq3~
1769,age50~,freq0
1770,age~19,freq1
1771,age~19,freq1
1772,age35~49,freq0
1773,age50~,freq1
1774,age~19,freq0
1775,age~19,freq0
1776,age35~49,freq0
1777,age~19,freq1
1778,age35~49,freq0
1779,age50~,freq1
1780,age50~,freq0
1781,age20~34,freq0
1782,age50~,freq0
1783,age35~49,freq1
1784,age50~,freq0
1785,age35~49,freq1
1786,age35~49,freq1
1787,age35~49,freq3~
1788,age20~34,freq0
1789,age20~34,freq1
1790,age35~49,freq0
1791,age35~49,freq0
1792,age35~49,freq0
1793,age35~49,freq2
1794,age20~34,freq0
1795,age~19,freq1
1796,age35~49,freq0
1797,age20~34,freq0
1798,age35~49,freq1
1799,age20~34,freq0
1800,age35~49,freq0
1801,age35~49,freq3~
1802,age20~34,freq1
1803,age20~34,freq3~
1804,age50~,freq1
1805,age35~49,freq0
1806,age20~34,freq0
1807,age20~34,freq0
1808,age20~34,freq0
1809,age20~34,freq0
1810,age35~49,freq3~
1811,age35~49,freq1
1812,age35~49,freq0
1813,age35~49,freq1
1814,age20~34,freq1
1815,age~19,freq2
1816,age35~49,freq1
1817,age20~34,freq0
1818,age~19,freq3~
1819,age20~34,freq0
1820,age35~49,freq0
1821,age20~34,freq1
1822,age35~49,freq2
1823,age50~,freq1
1824,age~19,freq2
1825,age35~49,freq0
1826,age35~49,freq3~
1827,age35~49,freq0
1828,age35~49,freq2
1829,age35~49,freq3~
1830,age20~34,freq1
1831,age20~34,freq1
1832,age35~49,freq0
1833,age20~34,freq0
1834,age35~49,freq0
1835,age20~34,freq1
1836,age35~49,freq2
1837,age20~34,freq3~
1838,age35~49,freq1
1839,age35~49,freq2
1840,age50~,freq1
1841,age~19,freq1
1842,age35~49,freq1
1843,age50~,freq1
1844,age35~49,freq2
1845,age35~49,freq3~
1846,age35~49,freq3~
1847,age35~49,freq2
1848,age35~49,freq3~
1849,age35~49,freq0
1850,age50~,freq0
1851,age50~,freq0
1852,age35~49,freq0
1853,age35~49,freq1
1854,age50~,freq3~
1855,age35~49,freq0
1856,age50~,freq0
1857,age20~34,freq0
1858,age50~,freq0
1859,age20~34,freq0
1860,age50~,freq1
1861,age35~49,freq0
1862,age20~34,freq0
1863,age35~49,freq1
1864,age~19,freq3~
1865,age20~34,freq3~
1866,age50~,freq1
1867,age35~49,freq1
1868,age20~34,freq3~
1869,age20~34,freq0
1870,age50~,freq3~
1871,age~19,freq0
1872,age~19,freq3~
1873,age35~49,freq1
1874,age35~49,freq0
1875,age20~34,freq0
1876,age20~34,freq0
1877,age20~34,freq0
1878,age20~34,freq1
1879,age50~,freq3~
1880,age20~34,freq0
1881,age20~34,freq0
1882,age35~49,freq0
1883,age20~34,freq1
1884,age20~34,freq0
1885,age20~34,freq0
1886,age~19,freq0
1887,age20~34,freq0
1888,age20~34,freq3~
1889,age35~49,freq1
1890,age50~,freq0
1891,age20~34,freq2
1892,age20~34,freq2
1893,age20~34,freq0
1894,age20~34,freq1
1895,age35~49,freq2
1896,age50~,freq1
1897,age20~34,freq1
1898,age~19,freq1
1899,age20~34,freq3~
1900,age20~34,freq0
1901,age~19,freq3~
1902,age20~34,freq3~
1903,age20~34,freq3~
1904,age20~34,freq0
1905,age35~49,freq1
1906,age~19,freq3~
1907,age35~49,freq3~
1908,age35~49,freq3~
1909,age20~34,freq0
1910,age35~49,freq3~
1911,age35~49,freq3~
1912,age20~34,freq3~
1913,age35~49,freq0
1914,age35~49,freq1
1915,age50~,freq1
1916,age20~34,freq3~
1917,age20~34,freq1
1918,age20~34,freq0
1919,age20~34,freq1
1920,age50~,freq3~
1921,age50~,freq1
1922,age20~34,freq0
1923,age35~49,freq1
1924,age50~,freq0
1925,age35~49,freq3~
1926,age35~49,freq0
1927,age20~34,freq0
1928,age35~49,freq1
1929,age20~34,freq2
1930,age50~,freq0
1931,age20~34,freq1
1932,age20~34,freq2
1933,age20~34,freq2
1934,age50~,freq1
1935,age35~49,freq0
1936,age50~,freq1
1937,age20~34,freq0
1938,age20~34,freq1
1939,age50~,freq3~
1940,age35~49,freq1
1941,age35~49,freq1
1942,age20~34,freq0
1943,age35~49,freq2
1944,age35~49,freq0
1945,age50~,freq0
1946,age35~49,freq3~
1947,age50~,freq0
1948,age~19,freq2
1949,age35~49,freq2
1950,age35~49,freq0
1951,age50~,freq1
1952,age35~49,freq0
1953,age~19,freq1
1954,age50~,freq1
1955,age35~49,freq1
1956,age35~49,freq2
1957,age50~,freq0
1958,age20~34,freq0
1959,age20~34,freq0
1960,age20~34,freq3~
1961,age50~,freq3~
1962,age20~34,freq1
1963,age50~,freq0
1964,age35~49,freq2
1965,age50~,freq1
1966,age35~49,freq3~
1967,age50~,freq0
1968,age35~49,freq3~
1969,age35~49,freq1
1970,age35~49,freq2
1971,age20~34,freq0
1972,age20~34,freq1
1973,age50~,freq0
1974,age50~,freq1
1975,age50~,freq0
1976,age~19,freq3~
1977,age20~34,freq1
1978,age50~,freq0
1979,age20~34,freq1
1980,age20~34,freq1
1981,age35~49,freq3~
1982,age50~,freq3~
1983,age20~34,freq3~
1984,age~19,freq3~
1985,age35~49,freq0
1986,age35~49,freq1
1987,age35~49,freq1
1988,age35~49,freq0
1989,age35~49,freq1
1990,age35~49,freq3~
1991,age20~34,freq0
1992,age35~49,freq0
1993,age20~34,freq3~
1994,age35~49,freq1
1995,age35~49,freq0
1996,age35~49,freq1
1997,age50~,freq0
1998,age50~,freq3~
1999,age20~34,freq3~
2000,age50~,freq2
2001,age35~49,freq1
2002,age20~34,freq1
2003,age50~,freq3~
2004,age35~49,freq3~
2005,age20~34,freq0
2006,age20~34,freq3~
2007,age35~49,freq0
2008,age35~49,freq0
2009,age~19,freq1
2010,age50~,freq1
2011,age20~34,freq1
2012,age50~,freq0
2013,age35~49,freq3~
2014,age50~,freq1
2015,age50~,freq0
2016,age50~,freq0
2017,age~19,freq0
2018,age20~34,freq0
2019,age~19,freq0
2020,age35~49,freq0
2021,age20~34,freq2
2022,age~19,freq0
2023,age35~49,freq0
2024,age20~34,freq0
2025,age35~49,freq0
2026,age20~34,freq3~
2027,age20~34,freq0
2028,age35~49,freq1
2029,age~19,freq0
2030,age20~34,freq0
2031,age20~34,freq0
2032,age50~,freq3~
2033,age~19,freq0
2034,age~19,freq2
2035,age50~,freq1
2036,age20~34,freq3~
2037,age50~,freq0
2038,age35~49,freq1
2039,age35~49,freq2
2040,age50~,freq1
2041,age~19,freq0
2042,age35~49,freq1
2043,age35~49,freq0
2044,age20~34,freq1
2045,age20~34,freq0
2046,age35~49,freq1
2047,age35~49,freq1
2048,age35~49,freq2
2049,age20~34,freq0
2050,age35~49,freq2
2051,age~19,freq2
2052,age35~49,freq3~
2053,age20~34,freq2
2054,age50~,freq1
2055,age35~49,freq1
2056,age35~49,freq1
2057,age20~34,freq0
2058,age50~,freq0
2059,age20~34,freq2
2060,age20~34,freq0
2061,age20~34,freq1
2062,age35~49,freq0
2063,age35~49,freq3~
2064,age50~,freq1
2065,age20~34,freq1
2066,age50~,freq1
2067,age35~49,freq0
2068,age20~34,freq1
2069,age35~49,freq0
2070,age20~34,freq1
2071,age35~49,freq3~
2072,age35~49,freq0
2073,age20~34,freq1
2074,age35~49,freq0
2075,age~19,freq0
2076,age35~49,freq0
2077,age~19,freq1
2078,age35~49,freq0
2079,age35~49,freq1
2080,age50~,freq0
2081,age35~49,freq0
2082,age20~34,freq3~
2083,age50~,freq0
2084,age35~49,freq0
2085,age35~49,freq2
2086,age50~,freq1
2087,age35~49,freq0
2088,age20~34,freq1
2089,age35~49,freq0
2090,age35~49,freq2
2091,age~19,freq3~
2092,age20~34,freq1
2093,age20~34,freq3~
2094,age50~,freq1
2095,age50~,freq3~
2096,age20~34,freq1
2097,age20~34,freq0
2098,age35~49,freq0
2099,age50~,freq1
2100,age50~,freq1
2101,age20~34,freq1
2102,age35~49,freq1
2103,age20~34,freq0
2104,age35~49,freq3~
2105,age50~,freq1
2106,age20~34,freq3~
2107,age~19,freq0
2108,age50~,freq1
2109,age20~34,freq0
2110,age35~49,freq3~
2111,age50~,freq0
2112,age20~34,freq3~
2113,age50~,freq1
2114,age~19,freq2
2115,age35~49,freq0
2116,age20~34,freq3~
2117,age35~49,freq0
2118,age20~34,freq1
2119,age35~49,freq2
2120,age50~,freq3~
2121,age35~49,freq0
2122,age35~49,freq1
2123,age~19,freq3~
2124,age20~34,freq0
2125,age50~,freq3~
2126,age20~34,freq3~
2127,age35~49,freq0
2128,age35~49,freq0
2129,age20~34,freq0
2130,age20~34,freq0
2131,age35~49,freq1
2132,age20~34,freq3~
2133,age35~49,freq0
2134,age35~49,freq1
2135,age20~34,freq0
2136,age35~49,freq0
2137,age50~,freq2
2138,age20~34,freq0
2139,age20~34,freq2
2140,age~19,freq3~
2141,age35~49,freq0
2142,age20~34,freq1
2143,age35~49,freq0
2144,age20~34,freq1
2145,age35~49,freq3~
2146,age35~49,freq0
2147,age35~49,freq0
2148,age20~34,freq3~
2149,age35~49,freq1
2150,age35~49,freq0
2151,age35~49,freq3~
2152,age35~49,freq2
2153,age50~,freq3~
2154,age35~49,freq0
2155,age20~34,freq1
2156,age20~34,freq0
2157,age50~,freq3~
2158,age35~49,freq0
2159,age20~34,freq1
2160,age50~,freq2
2161,age20~34,freq0
2162,age20~34,freq3~
2163,age35~49,freq1
2164,age20~34,freq2
2165,age20~34,freq1
2166,age35~49,freq3~
2167,age35~49,freq1
2168,age20~34,freq1
2169,age35~49,freq0
2170,age20~34,freq1
2171,age50~,freq2
2172,age35~49,freq1
2173,age35~49,freq3~
2174,age35~49,freq1
2175,age50~,freq0
2176,age50~,freq0
2177,age20~34,freq0
2178,age50~,freq0
2179,age50~,freq0
2180,age50~,freq0
2181,age50~,freq1
2182,age35~49,freq2
2183,age50~,freq3~
2184,age35~49,freq0
2185,age~19,freq0
2186,age35~49,freq3~
2187,age35~49,freq0
2188,age~19,freq0
2189,age35~49,freq1
2190,age35~49,freq1
2191,age20~34,freq1
2192,age35~49,freq3~
2193,age~19,freq3~
2194,age20~34,freq2
2195,age50~,freq3~
2196,age35~49,freq3~
2197,age35~49,freq0
2198,age20~34,freq0
2199,age20~34,freq3~
2200,age35~49,freq3~
2201,age35~49,freq3~
2202,age50~,freq0
2203,age~19,freq0
2204,age20~34,freq3~
2205,age35~49,freq0
2206,age20~34,freq2
2207,age35~49,freq1
2208,age50~,freq1
2209,age35~49,freq1
2210,age~19,freq2
2211,age35~49,freq1
2212,age20~34,freq0
2213,age35~49,freq2
2214,age35~49,freq3~
2215,age50~,freq0
2216,age35~49,freq3~
2217,age20~34,freq3~
2218,age~19,freq0
2219,age~19,freq0
2220,age35~49,freq0
2221,age50~,freq1
2222,age35~49,freq0
2223,age~19,freq0
2224,age35~49,freq3~
2225,age50~,freq1
2226,age20~34,freq0
2227,age20~34,freq0
2228,age35~49,freq2
2229,age20~34,freq3~
2230,age35~49,freq1
2231,age50~,freq1
2232,age35~49,freq3~
2233,age~19,freq3~
2234,age35~49,freq0
2235,age50~,freq2
2236,age50~,freq1
2237,age35~49,freq2
2238,age35~49,freq3~
2239,age35~49,freq0
2240,age50~,freq1
2241,age35~49,freq0
2242,age~19,freq3~
2243,age20~34,freq1
2244,age50~,freq1
2245,age20~34,freq1
2246,age20~34,freq1
2247,age35~49,freq1
2248,age20~34,freq1
2249,age20~34,freq0
2250,age35~49,freq0
2251,age~19,freq0
2252,age~19,freq3~
2253,age35~49,freq0
2254,age50~,freq0
2255,age20~34,freq2
2256,age35~49,freq2
2257,age35~49,freq0
2258,age35~49,freq2
2259,age20~34,freq0
2260,age35~49,freq1
2261,age35~49,freq0
2262,age20~34,freq0
2263,age50~,freq3~
2264,age50~,freq3~
2265,age35~49,freq1
2266,age35~49,freq0
2267,age20~34,freq3~
2268,age35~49,freq0
2269,age35~49,freq1
2270,age20~34,freq1
2271,age50~,freq3~
2272,age35~49,freq3~
2273,age20~34,freq1
2274,age20~34,freq3~
2275,age20~34,freq1
2276,age35~49,freq0
2277,age35~49,freq0
2278,age~19,freq3~
2279,age20~34,freq3~
2280,age20~34,freq3~
2281,age35~49,freq1
2282,age20~34,freq0
2283,age50~,freq0
2284,age35~49,freq3~
2285,age50~,freq0
2286,age50~,freq1
2287,age20~34,freq3~
2288,age35~49,freq2
2289,age35~49,freq3~
2290,age35~49,freq1
2291,age35~49,freq0
2292,age35~49,freq3~
2293,age20~34,freq0
2294,age~19,freq3~
2295,age~19,freq0
2296,age35~49,freq0
2297,age~19,freq0
2298,age~19,freq1
2299,age35~49,freq0
2300,age35~49,freq0
2301,age35~49,freq1
2302,age35~49,freq0
2303,age20~34,freq2
2304,age50~,freq0
2305,age35~49,freq0
2306,age50~,freq2
2307,age35~49,freq0
2308,age~19,freq1
2309,age50~,freq3~
2310,age35~49,freq1
2311,age35~49,freq3~
2312,age~19,freq0
2313,age20~34,freq2
2314,age20~34,freq0
2315,age~19,freq2
2316,age50~,freq1
2317,age35~49,freq0
2318,age35~49,freq0
2319,age35~49,freq0
2320,age50~,freq0
2321,age35~49,freq0
2322,age~19,freq1
2323,age35~49,freq3~
2324,age35~49,freq0
2325,age35~49,freq0
2326,age20~34,freq0
2327,age35~49,freq3~
2328,age35~49,freq0
2329,age~19,freq3~
2330,age35~49,freq2
2331,age35~49,freq2
2332,age50~,freq3~
2333,age50~,freq0
2334,age35~49,freq1
2335,age20~34,freq0
2336,age~19,freq0
2337,age~19,freq3~
2338,age50~,freq1
2339,age~19,freq1
2340,age50~,freq1
2341,age20~34,freq0
2342,age35~49,freq0
2343,age50~,freq3~
2344,age20~34,freq3~
2345,age50~,freq2
2346,age20~34,freq3~
2347,age35~49,freq3~
2348,age20~34,freq0
2349,age20~34,freq0
2350,age20~34,freq0
2351,age50~,freq0
2352,age~19,freq1
2353,age35~49,freq0
2354,age35~49,freq1
2355,age35~49,freq0
2356,age20~34,freq0
2357,age20~34,freq1
2358,age35~49,freq1
2359,age35~49,freq3~
2360,age35~49,freq0
2361,age50~,freq2
2362,age20~34,freq1
2363,age50~,freq2
2364,age20~34,freq2
2365,age35~49,freq2
2366,age20~34,freq3~
2367,age20~34,freq0
2368,age50~,freq3~
2369,age50~,freq0
2370,age50~,freq3~
2371,age50~,freq0
2372,age35~49,freq3~
2373,age35~49,freq1
2374,age50~,freq0
2375,age35~49,freq3~
2376,age20~34,freq0
2377,age20~34,freq3~
2378,age20~34,freq1
2379,age20~34,freq0
2380,age20~34,freq0
2381,age35~49,freq0
2382,age50~,freq2
2383,age20~34,freq3~
2384,age20~34,freq0
2385,age50~,freq0
2386,age50~,freq0
2387,age50~,freq1
2388,age20~34,freq2
2389,age35~49,freq1
2390,age35~49,freq0
2391,age~19,freq0
2392,age35~49,freq0
2393,age35~49,freq1
2394,age20~34,freq0
2395,age35~49,freq3~
2396,age35~49,freq3~
2397,age20~34,freq1
2398,age35~49,freq0
2399,age35~49,freq0
2400,age35~49,freq1
2401,age20~34,freq0
2402,age50~,freq0
2403,age20~34,freq3~
2404,age35~49,freq3~
2405,age35~49,freq0
2406,age35~49,freq1
2407,age35~49,freq0
2408,age35~49,freq2
2409,age~19,freq3~
2410,age35~49,freq2
2411,age20~34,freq1
2412,age20~34,freq0
2413,age20~34,freq1
2414,age35~49,freq1
2415,age~19,freq0
2416,age~19,freq1
2417,age35~49,freq2
2418,age50~,freq2
2419,age35~49,freq3~
2420,age50~,freq1
2421,age50~,freq0
2422,age~19,freq0
2423,age~19,freq1
2424,age35~49,freq2
2425,age20~34,freq2
2426,age35~49,freq0
2427,age50~,freq3~
2428,age~19,freq2
2429,age35~49,freq0
2430,age20~34,freq1
2431,age20~34,freq1
